Name,Reference,Count,Subitems names,Status,Segment,Location,Description
Partyzelt 4x6m,6GI1UN,1,Partyzelt 4x6m,ready,artikel,SLT Rental - Bonn,"Partyzelt mit 24 m²<br/>
Grundfläche (BxL): 4 m x 6 m<br/>
Farbe: weiß<br/>
inkl. Dachspanner gegen die Bildung von Wassersäcken<br/>
UV-beständiges 500 g/m² PVC Plane, ähnlich einer LKW Plane- rasterfaserverstärkt<br/>
<br/>
Platzberechnung: <br/>
ohne Bestuhlung/Stehtische: 0,6m²/Person<br/>
Reihenbestuhlung/Bierzeltgarnituren: 0,71m²/Person<br/>
<br/>
Das Zelt ist trocken zurückzugeben, anderfalls berechnen wir eine Trocknungspauschale in Höhe von 100€"
Partyzelt 4x6m,K12XM9,1,"Partyzelt 4x6m, 1",ready,artikel,SLT Rental - Krefeld,"Partyzelt mit 24 m²<br/>
Grundfläche (BxL): 4 m x 6 m<br/>
Farbe: weiß<br/>
inkl. Dachspanner gegen die Bildung von Wassersäcken<br/>
UV-beständiges 500 g/m² PVC Plane, ähnlich einer LKW Plane- rasterfaserverstärkt<br/>
<br/>
Platzberechnung: <br/>
ohne Bestuhlung/Stehtische: 0,6m²/Person<br/>
Reihenbestuhlung/Bierzeltgarnituren: 0,71m²/Person<br/>
<br/>
Das Zelt ist trocken zurückzugeben, anderfalls berechnen wir eine Trocknungspauschale in Höhe von 100€"
"7,5 kVA Stromaggregat",3PHDI2,1,"Kärcher PGG 8/3, 66",ready,artikel,SLT Rental - Bonn,"Hersteller: Kärcher <br/>
Typ: PGG 8/3<br/>
Spitzenleistung (Wechselstrom/Drehstrom): 2,5 kVA / 7,5 kVA - 7,5 kW<br/>
Dauerleistung (Wechselstrom/Drehstrom): 2,5 kVA - 2 kW / 7,5 kVA - 7 kW <br/>
Spannung: 400/230 V<br/>
Batteriespannung: 12 V<br/>
Anschlüsse: 2x Schuko 16A & 1x CEE 16A 5Pol<br/>
Drehzahl: 3000 U/min<br/>
Frequenz: 50 Hz<br/>
Gewicht: ca. 89 kg<br/>
Abmessung (LxBxH): 75 x 71 x 67 cm<br/>
Tankinhalt: 25 l<br/>
Autonomie bei Nennleistung: ca. 7h<br/>
Kraftstoff: Benzin<br/>
Zusatzausstattung: Rollbar"
"7,5 kVA Stromaggregat",59F4T2,1,"Kärcher PGG 8/3, 69",ready,artikel,SLT Rental - Krefeld,"Hersteller: Kärcher <br/>
Typ: PGG 8/3<br/>
Spitzenleistung (Wechselstrom/Drehstrom): 2,5 kVA / 7,5 kVA - 7,5 kW<br/>
Dauerleistung (Wechselstrom/Drehstrom): 2,5 kVA - 2 kW / 7,5 kVA - 7 kW <br/>
Spannung: 400/230 V<br/>
Batteriespannung: 12 V<br/>
Anschlüsse: 2x Schuko 16A & 1x CEE 16A 5Pol<br/>
Drehzahl: 3000 U/min<br/>
Frequenz: 50 Hz<br/>
Gewicht: ca. 89 kg<br/>
Abmessung (LxBxH): 75 x 71 x 67 cm<br/>
Tankinhalt: 25 l<br/>
Autonomie bei Nennleistung: ca. 7h<br/>
Kraftstoff: Benzin<br/>
Zusatzausstattung: Rollbar"
Allegra 9 kW Elektro Heizlüfter,QHFZ9G,3,"Allegra AB-H91, 15, Allegra AB-H91, 51, Allegra AB-H91, 66",ready,artikel,SLT Rental - Bonn,"Heizleistung: 4,5 kW & 9 kW<br/>
Elektroanschluss: 400V<br/>
Leistungsaufnahme: 9 kW<br/>
Luftumwälzung: 845 m³/h"
Allegra 9 kW Elektro Heizlüfter,FO81O2,3,"Allegra AB-H91, 1, Allegra AB-H91, 2, Allegra AB-H91, 3",ready,artikel,SLT Rental - Krefeld,"Heizleistung: 4,5 kW & 9 kW<br/>
Elektroanschluss: 400V<br/>
Leistungsaufnahme: 9 kW<br/>
Luftumwälzung: 845 m³/h"
Anschlussschrank 55 kVA,F9UF3M,1,Anschlussschrank 55 kVA,blocked,artikel,SLT Rental - Krefeld,"Produktmaße: 1430 x 500 x 285 mm<br/>
Gewicht: 45 kg<br/>
<br/>
Robustes und stabiles Stahlblechgehäuse<br/>
Verzinkt und orange pulverbeschichtet<br/>
Feuerverzinktes Standgestell<br/>
Hochwertige Verdrahtung<br/>
Stückgeprüft<br/>
Anschlußleistung 55 kVA mit einem Zählerfeld<br/>"
"3,5 kVA Aggregat inkl. Lichtmast",83Q957,1,"3,5 kVA Aggregat inkl. Lichtmast",sold,artikel,SLT Rental - Krefeld,"Spitzenleistung: 3,5 kVA / 15,2 A
Dauerleistung: 3,2 kVA
Spannung: 230/400 V
Batteriespannung: 12 V
Anschlüsse: 1x Schuko 16A
Drehzahl: 1500 U/min
Frequenz: 50 Hz
Gewicht: ca. 1200kg inkl. Anhänger
Tankinhalt: 110 l
Autonomie bei Nennleistung: ca. 70h
Kraftstoff: Diesel
Zusatzausstattung: auf Anhänger"
Anschlussverteilerschrank 24 kVA,CIRWT3,1,Anschlussverteilerschrank 24 kVA,ready,artikel,SLT Rental - Krefeld,"Anschlußleistung 24 kVA mit einem Zählerfeld<br/>
Produktmaße: 1270 x 710 x 360 mm<br/>
Gewicht: 49 kg<br/>
<br/>
Robustes und stabiles Stahlblechgehäuse<br/>
Verzinkt und orange pulverbeschichtet<br/>
Feuerverzinktes Standgestell<br/>
Hochwertige Verdrahtung und Steckvorrichtungen<br/>
Stückgeprüf<br/>"
Anschlussverteilerschrank 44kVA,2EKAZB,1,Anschlussverteilerschrank 44kVA,ready,artikel,SLT Rental - Krefeld,"Anschlußleistung 44 kVA mit einem Zählerfeld<br/>
Produktmaße: 1270 x 710 x 360 mm<br/>
Gewicht: 49 kg<br/>
<br/>
Robustes und stabiles Stahlblechgehäuse<br/>
Verzinkt und orange pulverbeschichtet<br/>
Feuerverzinktes Standgestell<br/>
Hochwertige Verdrahtung und Steckvorrichtungen<br/>
Stückgeprüft<br/>"
Aschenbecher Glas,QNIZSP,20,"Aschenbecher Glas 1, Aschenbecher Glas 2, Aschenbecher Glas 3, Aschenbecher Glas 4, Aschenbecher Glas 5, Aschenbecher Glas 6, Aschenbecher Glas 7, Aschenbecher Glas 8, Aschenbecher Glas 9, Aschenbecher Glas 10, Aschenbecher Glas 11, Aschenbecher Glas 12, Aschenbecher Glas 13, Aschenbecher Glas 14, Aschenbecher Glas 15, Aschenbecher Glas 16, Aschenbecher Glas 17, Aschenbecher Glas 18, Aschenbecher Glas 19, Aschenbecher Glas 20",ready,artikel,SLT Rental - Krefeld,"Glas-Aschenbecher Ø 10,7 x 3,5 cm<br/>
Klar (stapelbar)"
Bauzaun,B8V6OY,70,"Bauzaun 1, Bauzaun 2, Bauzaun 3, Bauzaun 4, Bauzaun 5, Bauzaun 6, Bauzaun 7, Bauzaun 8, Bauzaun 9, Bauzaun 10, Bauzaun 11, Bauzaun 12, Bauzaun 13, Bauzaun 14, Bauzaun 15, Bauzaun 16, Bauzaun 17, Bauzaun 18, Bauzaun 19, Bauzaun 20, Bauzaun 21, Bauzaun 22, Bauzaun 23, Bauzaun 24, Bauzaun 25, Bauzaun 26, Bauzaun 27, Bauzaun 28, Bauzaun 29, Bauzaun 30, Bauzaun 31, Bauzaun 32, Bauzaun 33, Bauzaun 34, Bauzaun 35, Bauzaun 36, Bauzaun 37, Bauzaun 38, Bauzaun 39, Bauzaun 40, Bauzaun 41, Bauzaun 42, Bauzaun 43, Bauzaun 44, Bauzaun 45, Bauzaun 46, Bauzaun 47, Bauzaun 48, Bauzaun 49, Bauzaun 50, Bauzaun 51, Bauzaun 52, Bauzaun 53, Bauzaun 54, Bauzaun 55, Bauzaun 56, Bauzaun 57, Bauzaun 58, Bauzaun 59, Bauzaun 60, Bauzaun 61, Bauzaun 62, Bauzaun 63, Bauzaun 64, Bauzaun 65, Bauzaun 66, Bauzaun 67, Bauzaun 68, Bauzaun 69, Bauzaun 70",ready,artikel,SLT Rental - Krefeld,"Bauzaun ca. 3,5 m x 2,0 m<br/>
Gewicht ca.: 13 kg"
Bauzaun mit Fuß & Verbinder,77LPDG,1,"Bauzaunfuß aus Kunststoffrecycling, Bauzaun",ready,artikel,SLT Rental - Krefeld,"Bauzaun inkl. Fuß und Verbinder<br/>
Sichtschutz optional erhältlich."
Bauzaunfuß aus Kunststoffrecycling,96SCQN,40,"Bauzaunfuß aus Kunststoffrecycling 1, Bauzaunfuß aus Kunststoffrecycling 2, Bauzaunfuß aus Kunststoffrecycling 3, Bauzaunfuß aus Kunststoffrecycling 4, Bauzaunfuß aus Kunststoffrecycling 5, Bauzaunfuß aus Kunststoffrecycling 6, Bauzaunfuß aus Kunststoffrecycling 7, Bauzaunfuß aus Kunststoffrecycling 8, Bauzaunfuß aus Kunststoffrecycling 9, Bauzaunfuß aus Kunststoffrecycling 10, Bauzaunfuß aus Kunststoffrecycling 11, Bauzaunfuß aus Kunststoffrecycling 12, Bauzaunfuß aus Kunststoffrecycling 13, Bauzaunfuß aus Kunststoffrecycling 14, Bauzaunfuß aus Kunststoffrecycling 15, Bauzaunfuß aus Kunststoffrecycling 16, Bauzaunfuß aus Kunststoffrecycling 17, Bauzaunfuß aus Kunststoffrecycling 18, Bauzaunfuß aus Kunststoffrecycling 19, Bauzaunfuß aus Kunststoffrecycling 20, Bauzaunfuß aus Kunststoffrecycling 21, Bauzaunfuß aus Kunststoffrecycling 22, Bauzaunfuß aus Kunststoffrecycling 23, Bauzaunfuß aus Kunststoffrecycling 24, Bauzaunfuß aus Kunststoffrecycling 25, Bauzaunfuß aus Kunststoffrecycling 26, Bauzaunfuß aus Kunststoffrecycling 27, Bauzaunfuß aus Kunststoffrecycling 28, Bauzaunfuß aus Kunststoffrecycling 29, Bauzaunfuß aus Kunststoffrecycling 30, Bauzaunfuß aus Kunststoffrecycling 31, Bauzaunfuß aus Kunststoffrecycling 32, Bauzaunfuß aus Kunststoffrecycling 33, Bauzaunfuß aus Kunststoffrecycling 34, Bauzaunfuß aus Kunststoffrecycling 35, Bauzaunfuß aus Kunststoffrecycling 36, Bauzaunfuß aus Kunststoffrecycling 37, Bauzaunfuß aus Kunststoffrecycling 38, Bauzaunfuß aus Kunststoffrecycling 39, Bauzaunfuß aus Kunststoffrecycling 40",ready,artikel,SLT Rental - Krefeld,"Fußplatte für Bauzäune mit 5 Aufnahmen<br/>
Gewicht ca.: 20 kg"
Bierzeltgarnitur Hussen- Set weiß,6AVVWR,11,"Bierzeltgarnitur Hussen- Set weiß 1, Bierzeltgarnitur Hussen- Set weiß 02, Bierzeltgarnitur Hussen- Set weiß 03, Bierzeltgarnitur Hussen- Set weiß 04, Bierzeltgarnitur Hussen- Set weiß 05, Bierzeltgarnitur Hussen- Set weiß 06, Bierzeltgarnitur Hussen- Set weiß 07, Bierzeltgarnitur Hussen- Set weiß 08, Bierzeltgarnitur Hussen- Set weiß 09, Bierzeltgarnitur Hussen- Set weiß 10, Bierzeltgarnitur Hussen- Set weiß 11",ready,artikel,SLT Rental - Bonn,"Ein Set besteht aus 2x Husse für Bank (25x220) & 1x Husse für Tisch (50x220).<br/>
Die Hussen müssen gewaschen zurück gegeben werden.
"
Bierzeltgarnitur Hussen- Set weiß,1MYLJ5,26,"Bierzeltgarnitur Hussen- Set weiß 1, Bierzeltgarnitur Hussen- Set weiß 2, Bierzeltgarnitur Hussen- Set weiß 3, Bierzeltgarnitur Hussen- Set weiß 4, Bierzeltgarnitur Hussen- Set weiß 5, Bierzeltgarnitur Hussen- Set weiß 6, Bierzeltgarnitur Hussen- Set weiß 7, Bierzeltgarnitur Hussen- Set weiß 8, Bierzeltgarnitur Hussen- Set weiß 9, Bierzeltgarnitur Hussen- Set weiß 10, Bierzeltgarnitur Hussen- Set weiß 11, Bierzeltgarnitur Hussen- Set weiß 12, Bierzeltgarnitur Hussen- Set weiß 13, Bierzeltgarnitur Hussen- Set weiß 14, Bierzeltgarnitur Hussen- Set weiß 15, Bierzeltgarnitur Hussen- Set weiß 16, Bierzeltgarnitur Hussen- Set weiß 17, Bierzeltgarnitur Hussen- Set weiß 18, Bierzeltgarnitur Hussen- Set weiß 19, Bierzeltgarnitur Hussen- Set weiß 20, Bierzeltgarnitur Hussen- Set weiß 21, Bierzeltgarnitur Hussen- Set weiß 22, Bierzeltgarnitur Hussen- Set weiß 23, Bierzeltgarnitur Hussen- Set weiß 24, Bierzeltgarnitur Hussen- Set weiß 25, Bierzeltgarnitur Hussen- Set weiß 26",ready,artikel,SLT Rental - Krefeld,"Ein Set besteht aus 2x Husse für Bank (25x220) & 1x Husse für Tisch (50x220).<br/>
Die Hussen müssen gewaschen zurück gegeben werden.
"
Bierzeltgarnitur- Set,PTPDTD,20,"Bierzeltgarnitur- Set, Bierzeltgarnitur- Set 02, Bierzeltgarnitur- Set 03, Bierzeltgarnitur- Set 04, Bierzeltgarnitur- Set 05, Bierzeltgarnitur- Set 06, Bierzeltgarnitur- Set 07, Bierzeltgarnitur- Set 08, Bierzeltgarnitur- Set 09, Bierzeltgarnitur- Set 10, Bierzeltgarnitur- Set 11, Bierzeltgarnitur- Set 12, Bierzeltgarnitur- Set 13, Bierzeltgarnitur- Set 14, Bierzeltgarnitur- Set 15, Bierzeltgarnitur- Set 16, Bierzeltgarnitur- Set 17, Bierzeltgarnitur- Set 18, Bierzeltgarnitur- Set 19, Bierzeltgarnitur- Set 20",ready,artikel,SLT Rental - Bonn,"Ein Set besteht aus 2x Bank (25x220) & 1x Tisch (50x220).
Optional sind für Tische und Bänke Hussen in weiß erhältlich, diese können Sie im nächsten Schritt Ihrer Bestellung hinzufügen."
Bierzeltgarnitur- Set,5S2ECT,47,"Bierzeltgarnitur- Set, 1 , Bierzeltgarnitur- Set, 2 , Bierzeltgarnitur- Set, 3 , Bierzeltgarnitur- Set, 4 , Bierzeltgarnitur- Set, 5 , Bierzeltgarnitur- Set, 6 , Bierzeltgarnitur- Set, 7 , Bierzeltgarnitur- Set, 8 , Bierzeltgarnitur- Set, 9 , Bierzeltgarnitur- Set, 10 , Bierzeltgarnitur- Set, 11 , Bierzeltgarnitur- Set, 12 , Bierzeltgarnitur- Set, 13 , Bierzeltgarnitur- Set, 14 , Bierzeltgarnitur- Set, 15 , Bierzeltgarnitur- Set, 16 , Bierzeltgarnitur- Set, 17 , Bierzeltgarnitur- Set, 18 , Bierzeltgarnitur- Set, 19 , Bierzeltgarnitur- Set, 20 , Bierzeltgarnitur- Set, 21 , Bierzeltgarnitur- Set, 22 , Bierzeltgarnitur- Set, 23 , Bierzeltgarnitur- Set, 24 , Bierzeltgarnitur- Set, 25 , Bierzeltgarnitur- Set, 26 , Bierzeltgarnitur- Set, 27 , Bierzeltgarnitur- Set, 28 , Bierzeltgarnitur- Set, 29 , Bierzeltgarnitur- Set, 30 , Bierzeltgarnitur- Set, 31 , Bierzeltgarnitur- Set, 32 , Bierzeltgarnitur- Set, 33 , Bierzeltgarnitur- Set, 34 , Bierzeltgarnitur- Set, 35 , Bierzeltgarnitur- Set, 36 , Bierzeltgarnitur- Set, 37 , Bierzeltgarnitur- Set, 38 , Bierzeltgarnitur- Set, 39 , Bierzeltgarnitur- Set, 40 , Bierzeltgarnitur- Set, 41, Bierzeltgarnitur- Set, 42, Bierzeltgarnitur- Set, 43, Bierzeltgarnitur- Set, 44, Bierzeltgarnitur- Set, 45, Bierzeltgarnitur- Set, 46, Bierzeltgarnitur- Set, 47",ready,artikel,SLT Rental - Krefeld,"Ein Set besteht aus 2x Bank (25x220) & 1x Tisch (50x220).
Optional sind für Tische und Bänke Hussen in weiß erhältlich, diese können Sie im nächsten Schritt Ihrer Bestellung hinzufügen."
UHF Funkgerät Lautsprecher,OZHNRX,12,"UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher, UHF Funkgerät Lautsprecher",ready,artikel,SLT Rental - Krefeld,"Lautsprecher für Typ: Retevis RT29<br/>
inkl. Kopfhöreranschluss (3,5mm Klinke)"
"Blanko-Zusatzschild, 42 x 23 cm",T17EOU,4,"Blanko-Zusatzschild, 42 x 23 cm, Blanko-Zusatzschild, 42 x 23 cm, Blanko-Zusatzschild, 42 x 23 cm, Blanko-Zusatzschild, 42 x 23 cm",ready,artikel,SLT Rental - Krefeld,
1t Bobcat E10Z,FQZBM1,1,"Bobcat E10Z, 1",blocked,artikel,SLT Rental - Bonn,"Betriebsgewicht: 1176 kg<br />
Gesamtbreite: 1100 mm einfahrbar auf 710 mm<br />
Gesamthöhe: 2209 mm (Bügel einklappbar)<br />
Löffelklasse: MS01<br />
Mesch. Schnellwechsler<br />
PS: 11<br />
Kraftstoff: Diesel (16 l)<br />
Anbaugeräte & Schaufeln: Tieflöffel 30cm inkl. weiteres können Sie im 2. Schritt auswählen<br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit netto 13,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
1t Bobcat E10Z,WNE69F,3,"Bobcat E10Z, 795, Bobcat E10Z, 2, Zumietung Mühlheim",ready,artikel,SLT Rental - Krefeld,"Betriebsgewicht: 1176 kg<br />
Gesamtbreite: 1100 mm einfahrbar auf 710 mm<br />
Gesamthöhe: 2209 mm (Bügel einklappbar)<br />
Löffelklasse: MS01<br />
Mesch. Schnellwechsler<br />
PS: 11<br />
Kraftstoff: Diesel (16 l)<br />
Anbaugeräte & Schaufeln: Tieflöffel 30cm inkl. weiteres können Sie im 2. Schritt auswählen<br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit netto 13,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
Bobcat E10Z MAR,G63XIE,1,Bobcat E10Z MAR,ready,artikel,SLT Rental - Mühlheim,"Betriebsgewicht: 1176 kg<br />
Gesamtbreite: 1100 mm einfahrbar auf 710 mm<br />
Gesamthöhe: 2209 mm (Bügel einklappbar)<br />
Löffelklasse: MS01<br />
Mesch. Schnellwechsler<br />
PS: 11<br />
Kraftstoff: Diesel (16 l)<br />
Anbaugeräte & Schaufeln: Tieflöffel 30cm inkl. weiteres können Sie im 2. Schritt auswählen<br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit netto 13,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
Bobcat E19,HHFYMQ,1,"Bobcat E19, 1",ready,artikel,SLT Rental - Mühlheim,"Betriebsgewicht: 1885 kg<br />
Gesamtbreite: 1360 mm einfahrbar auf 980 mm<br />
Gesamthöhe: 2299 mm<br />
Löffelklasse: MS01<br />
Mesch. Schnellwechsler<br />
PS: 14<br />
Kraftstoff: Diesel (19 l)<br />
Anbaugeräte & Schaufeln: Tieflöffel 30cm inkl. weiteres können Sie im 2. Schritt auswählen <br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit netto 16,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
"1,8t Bobcat E19",BG4ZS8,2,"Bobcat E19, 1, Bobcat E19, 2",sold,artikel,SLT Rental - Krefeld,"Betriebsgewicht: 1885 kg<br />
Gesamtbreite: 1360 mm einfahrbar auf 980 mm<br />
Gesamthöhe: 2299 mm<br />
Löffelklasse: MS01<br />
Mesch. Schnellwechsler<br />
PS: 14<br />
Kraftstoff: Diesel (19 l)<br />
Anbaugeräte & Schaufeln: Tieflöffel 30cm inkl. weiteres können Sie im 2. Schritt auswählen <br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit netto 16,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
Bobcat L28 Knicklader,9K1LEX,1,Bobcat L28,ready,artikel,SLT Rental - Mühlheim,"Betriebsgewicht: 1903 kg<br />
Hubkraft: 1085 kg (bei Knickstellung Lasttabelle beachten!)<br />
Gesamtbreite: 1270 mm<br />
Gesamthöhe: 1980 mm<br />
Kraftstoff: Diesel (36,20l)<br /> 
Extras: Teleskopierbarer Arm & Palettengabel<br/>
<br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit brutto 16,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
Radlader 3t,EEJXMU,2,"Kramer 5050, Kramer 5045",ready,artikel,SLT Rental - Bonn,"Betriebsgewicht: 2950 kg<br />
Gesamtbreite: 1194 mm<br />
Gesamthöhe: 2250 mm<br />
Kraftstoff: Diesel (45 l)<br />
Anbaugeräte & Schaufeln: inkl. Schaufel <br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit brutto 17,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
Radlader 3t,PMJJCT,1,Kramer 5045,blocked,artikel,SLT Rental - Krefeld,"Betriebsgewicht: 2950 kg<br />
Gesamtbreite: 1194 mm<br />
Gesamthöhe: 2250 mm<br />
Kraftstoff: Diesel (45 l)<br />
Anbaugeräte & Schaufeln: inkl. Schaufel <br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit brutto 17,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
Radlader 3t,ZC8JGH,1,Kramer 5050,ready,artikel,SLT Rental - Mühlheim,"Betriebsgewicht: 2990 kg<br />
Gesamtbreite: 1194 mm<br />
Gesamthöhe: 2250 mm<br />
Kraftstoff: Diesel (45 l)<br />
Anbaugeräte & Schaufeln: bitte im Textfeld beim Bezahlvorgang angeben. <br/>
<br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit netto 18,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
Radlader 4t,M19UC7,1,Kramer 5065,ready,artikel,SLT Rental - Mühlheim,"Betriebsgewicht: 4000 kg<br />
Gesamtbreite: 1894 mm<br />
Gesamthöhe: 2500 mm<br />
Kraftstoff: Diesel (60 l)<br />
Anbaugeräte & Schaufeln: inkl. Schaufel <br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit netto 18,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
2t XCMG XE20E,PV2RQZ,2,"XE20E, 0573, XE20E, 0605",ready,artikel,SLT Rental - Bonn,"Betriebsgewicht: 2050kg<br />
Gesamtbreite: 1300 mm einfahrbar auf 990 mm<br />
Gesamthöhe: 2350 mm<br />
Löffelklasse: MS01<br />
Mesch. Schnellwechsler<br />
PS: 15,8<br />
Kraftstoff: Diesel (25 l)<br />
Anbaugeräte & Schaufeln: Tieflöffel 30cm inkl. weiteres können Sie im 2. Schritt auswählen <br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit netto 16,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
2t XCMG XE20E,UZEDUY,5,"XE20E, 0445, XE20E, 0573, XE20E, 0632, XE20E, 0605, XE20E, 0615",ready,artikel,SLT Rental - Krefeld,"Betriebsgewicht: 2050kg<br />
Gesamtbreite: 1300 mm einfahrbar auf 990 mm<br />
Gesamthöhe: 2350 mm<br />
Löffelklasse: MS01<br />
Mesch. Schnellwechsler<br />
PS: 15,8<br />
Kraftstoff: Diesel (25 l)<br />
Anbaugeräte & Schaufeln: Tieflöffel 30cm inkl. weiteres können Sie im 2. Schritt auswählen <br/>
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit brutto 16,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
"2,7t XCMG XE27E",QU4BYW,1,"XC27E ,3681",ready,artikel,SLT Rental - Bonn,"Betriebsgewicht: 2780 kg<br />
Gesamtbreite: 1500 mm<br />
Gesamthöhe: 2580 mm<br />
Löffelklasse: MS03<br />
PS: 21<br />
Mesch. Schnellwechsler<br />
Anbaugeräte: Tieflöffel 300mm inklusive<br />
Kraftstoff: Diesel (33 l)<br />
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit netto 24,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
"2,7t XCMG XE27E",MBUX18,2,"XCMG XE27E, 625, XE27E-3681",ready,artikel,SLT Rental - Krefeld,"Betriebsgewicht: 2780 kg<br />
Gesamtbreite: 1500 mm<br />
Gesamthöhe: 2580 mm<br />
Löffelklasse: MS03<br />
PS: 21<br />
Mesch. Schnellwechsler<br />
Anbaugeräte: Tieflöffel 300mm inklusive<br />
Kraftstoff: Diesel (33 l)<br />
inkl. 8 Betriebsstunden/Tag, Mehrstunden werden mit netto 24,00€ pro Std. berechnet.<br/>
zzgl. Verbrauch, Tankfüllung je Mietgerät - Rückgabe des Mietgeräts mit vollgetankten Tank vereinbart. Diesel wird mit brutto 2,45€/l berechnet."
Bosch 6-fach Ladegerät GAL 18V6-80,CBQG5R,1,Bosch GAL 18V6-80,ready,artikel,SLT Rental - Krefeld,"mit mehreren Fächern ausgestattetes Ladegerät mit 6 Akkuschnittstellen<br/>
Kontinuierliches Aufladen für unterbrechungsfreies Arbeiten<br/>
Hohe Ladegeschwindigkeit durch Ladestrom von 8 A<br/>
ProCORE18V 8.0Ah lädt in 42 Min. zu 80 %<br/>
Effizientes Aufladen – 2 Ladezyklen für kontinuierliches Arbeiten<br/>
Prioritätsstarttaste – einfache Priorisierung eines ausgewählten Akkus<br/>
Bosch ProCore Akkus sind optional erhältlich"
Bosch Akku Bauleuchte GLI 18V-2200 C,E282P3,2,"Bosch Akku Bauleuchte GLI 18V-2200 C, Bosch Akku Bauleuchte GLI 18V-2200 C",ready,artikel,SLT Rental - Krefeld,"Hersteller: Bosch<br/>
Gewicht exkl. Akku: 1,9 kg<br/>
Akkuspannung: 14,4–18 V<br/>
Lichtstrom: 2.200 lm<br/>
Max. Betriebszeit 14,4 V: 80 min/Ah<br/>
Max. Betriebszeit 18 V: 100 min/Ah<br/>
Anzahl der Helligkeitsstufen: 2<br/>
Verpackungsabmessungen (Breite x Länge x Höhe): 196 x 332 x 178 mm<br/>
Bosch Akkus sind optional erhältlich"
